,co2_mean,date_time_initial_value,label,swc_2_mean,fco2_dry,ts_2_mean,ta_mean,daym,month,treatment,drying_cycle,dar,tod,rep
969,458.16,2/6/24 14:20,13,0.345,1.07512,20.7,19.96232,6,2,NPK+Disturbance,2,2,pm,3
970,455.79,2/6/24 14:22,15,0.35675,0.69023,20.63,20.37706,6,2,Control,2,2,pm,3
971,454.8,2/6/24 14:24,15,0.36157,0.61015,20.5,20.59772,6,2,Control,2,2,pm,3
972,454.45,2/6/24 14:25,15,0.3632,0.72821,20.3,20.24182,6,2,Control,2,2,pm,3
973,452.58,2/6/24 14:27,12,0.36508,0.6382,20.25667,19.28562,6,2,Disturbance,2,2,pm,3
974,452.53,2/6/24 14:29,12,0.369,0.56371,20.1,18.58505,6,2,Disturbance,2,2,pm,3
975,452.45,2/6/24 14:30,12,0.3699,0.64963,19.88,18.63439,6,2,Disturbance,2,2,pm,3
976,456.33,2/6/24 14:33,16,0.2156,0.89221,19.5,19.3742,6,2,Control,2,2,pm,4
977,456.57,2/6/24 14:34,16,0.29833,0.9301,19.7,19.42913,6,2,Control,2,2,pm,4
978,456.42,2/6/24 14:36,16,0.3018,0.84818,19.7,20.19781,6,2,Control,2,2,pm,4
979,458.74,2/6/24 14:38,17,0.25583,0.99708,19.9,19.18937,6,2,NPK,2,2,pm,4
980,460.16,2/6/24 14:39,17,0.3095,1.06871,20.1,19.23322,6,2,NPK,2,2,pm,4
981,460.19,2/6/24 14:41,17,0.311,1.05096,20.1,19.25059,6,2,NPK,2,2,pm,4
982,454.26,2/6/24 14:43,OC5,0.33055,0.62662,20.1,20.83554,6,2,Outside_treatments,2,2,pm,0
983,455.99,2/6/24 14:44,OC5,0.33253,0.64576,19.64667,21.10127,6,2,Outside_treatments,2,2,pm,0
984,457.31,2/6/24 14:46,OC5,0.3326,0.74876,19.5,21.51735,6,2,Outside_treatments,2,2,pm,0
985,454.32,2/6/24 14:48,10,0.28217,0.57939,19.29333,19.18544,6,2,NPK,2,2,pm,2
986,454.16,2/6/24 14:49,10,0.28653,0.46383,19.00667,19.19718,6,2,NPK,2,2,pm,2
987,454.15,2/6/24 14:51,10,0.2869,0.56824,18.81,18.70669,6,2,NPK,2,2,pm,2
988,454.25,2/6/24 14:54,11,0.2184,0.50232,18.48,18.7848,6,2,NPK,2,2,pm,3
989,455.58,2/6/24 14:55,11,0.36503,0.57433,18.19667,18.745,6,2,NPK,2,2,pm,3
990,454.5,2/6/24 14:56,11,0.367,0.57293,18,18.365,6,2,NPK,2,2,pm,3
991,457.24,2/7/24 14:19,21,0.3494,1.13259,19.54,17.06717,7,2,NPK+Disturbance,2,3,pm,5
992,455.69,2/7/24 14:20,21,0.35022,1.16794,19.21333,16.8813,7,2,NPK+Disturbance,2,3,pm,5
993,456.54,2/7/24 14:22,21,0.35037,1.24379,18.83667,17.00933,7,2,NPK+Disturbance,2,3,pm,5
994,455.99,2/7/24 14:24,OC4,0.24905,0.93676,18.77,18.74895,7,2,Outside_treatments,2,3,pm,0
995,456.2,2/7/24 14:25,OC4,0.29607,0.94002,19.15333,18.5938,7,2,Outside_treatments,2,3,pm,0
996,456.42,2/7/24 14:27,OC4,0.30105,0.97145,19.3,18.69304,7,2,Outside_treatments,2,3,pm,0
997,454.18,2/7/24 14:29,22,0.35865,0.84971,18.92333,17.403,7,2,Control,2,3,pm,5
998,454.68,2/7/24 14:30,22,0.36768,0.86769,18.47333,17.27473,7,2,Control,2,3,pm,5
999,454.59,2/7/24 14:32,22,0.36775,0.86097,18.05,16.97537,7,2,Control,2,3,pm,5
1000,453.37,2/7/24 14:34,23,0.36325,0.83319,17.85,17.39269,7,2,Disturbance,2,3,pm,5
1001,454.36,2/7/24 14:35,23,0.36117,0.8579,18,17.80493,7,2,Disturbance,2,3,pm,5
1002,453.38,2/7/24 14:37,23,0.3614,0.95336,18,17.60473,7,2,Disturbance,2,3,pm,5
1003,453.39,2/7/24 14:39,20,0.3075,0.74261,18.2,17.35079,7,2,Disturbance,2,3,pm,4
1004,453.19,2/7/24 14:40,20,0.37,0.66764,18.45,17.2812,7,2,Disturbance,2,3,pm,4
1005,453.19,2/7/24 14:42,20,0.37,0.65221,18.73667,16.82749,7,2,Disturbance,2,3,pm,4
1006,452.75,2/7/24 14:44,19,0.2815,0.57455,18.80167,17.52098,7,2,NPK,2,3,pm,4
1007,453.17,2/7/24 14:45,19,0.277,0.64791,18.8,17.83406,7,2,NPK,2,3,pm,4
1008,453.38,2/7/24 14:47,19,0.27787,0.72966,18.62667,17.78004,7,2,NPK,2,3,pm,4
1009,457.43,2/7/24 14:49,18,0.15447,1.10994,8.58667,17.65248,7,2,NPK+Disturbance,2,3,pm,4
1010,455.63,2/7/24 14:51,18,0.3328,1.04238,18.4,17.75477,7,2,NPK+Disturbance,2,3,pm,4
1011,456.32,2/7/24 14:52,18,0.332,1.03277,18.2,17.83541,7,2,NPK+Disturbance,2,3,pm,4
1012,454.01,2/7/24 14:55,8,0.34105,0.75238,18,17.18909,7,2,Disturbance,2,3,pm,2
1013,453.61,2/7/24 14:56,8,0.36037,0.76662,18.47333,17.62241,7,2,Disturbance,2,3,pm,2
1014,454.35,2/7/24 14:58,8,0.361,0.78602,18.76,18.08913,7,2,Disturbance,2,3,pm,2
1015,453.63,2/7/24 15:00,9,0.18833,0.57948,18.74667,16.44789,7,2,NPK,2,3,pm,2
1016,455.77,2/7/24 15:02,9,0.19813,0.57402,18.28667,16.34979,7,2,NPK,2,3,pm,2
1017,454.89,2/7/24 15:03,9,0.20202,0.70794,17.995,16.37145,7,2,NPK,2,3,pm,2
1018,460.41,2/7/24 15:05,OC2,0.24318,1.1665,17.55902,17.61551,7,2,Outside_treatments,2,3,pm,0
1019,464.24,2/7/24 15:07,OC2,0.2503,1.07795,17.84333,18.39884,7,2,Outside_treatments,2,3,pm,0
1020,460.4,2/7/24 15:08,OC2,0.24845,1.06971,18.23,18.53875,7,2,Outside_treatments,2,3,pm,0
1021,454.09,2/7/24 15:11,7,0.22083,0.72189,18.4,18.35895,7,2,Control,2,3,pm,2
1022,454.51,2/7/24 15:12,7,0.2579,0.81361,18.6,18.65295,7,2,Control,2,3,pm,2
1023,454.79,2/7/24 15:14,7,0.262,0.84898,18.6,18.76087,7,2,Control,2,3,pm,2
1024,454.04,2/7/24 15:16,6,0.34807,0.70845,18.78667,17.45732,7,2,NPK+Disturbance,2,3,pm,2
1025,454.46,2/7/24 15:17,6,0.35565,0.72194,18.9,17.54475,7,2,NPK+Disturbance,2,3,pm,2
1026,454.57,2/7/24 15:19,6,0.35577,0.79334,18.9,17.57508,7,2,NPK+Disturbance,2,3,pm,2
1027,454.86,2/7/24 15:21,5,0.2975,0.90698,18.95,17.35768,7,2,NPK+Disturbance,2,3,pm,1
1028,455.67,2/7/24 15:23,5,0.30105,0.86769,19.23667,17.68489,7,2,NPK+Disturbance,2,3,pm,1
1029,455.69,2/7/24 15:24,5,0.3032,0.89897,19.3,17.8285,7,2,NPK+Disturbance,2,3,pm,1
1030,452.53,2/7/24 15:26,OC1,0.35215,0.477,19.225,18.71506,7,2,Outside_treatments,2,3,pm,0
1031,452.9,2/7/24 15:28,OC1,0.35357,0.37332,18.57333,19.42725,7,2,Outside_treatments,2,3,pm,0
1032,453.84,2/7/24 15:29,OC1,0.355,0.3967,18.2,19.71024,7,2,Outside_treatments,2,3,pm,0
1033,452.22,2/7/24 15:31,4,0.26742,0.5934,18,19.21614,7,2,Control,2,3,pm,1
1034,452.91,2/7/24 15:32,4,0.273,0.61719,18,19.12267,7,2,Control,2,3,pm,1
1035,452.75,2/7/24 15:34,4,0.27587,0.50184,18,19.11537,7,2,Control,2,3,pm,1
1036,458.44,2/7/24 15:48,3,0.21145,1.18917,17.59,18.77055,7,2,NPK,2,3,pm,1
1037,458.43,2/7/24 15:50,3,0.2148,1.20828,17.99,19.06222,7,2,NPK,2,3,pm,1
1038,458.05,2/7/24 15:51,3,0.21467,1.05836,18.26667,19.03834,7,2,NPK,2,3,pm,1
1040,452.18,2/7/24 15:55,2,0.363,0.52748,17.915,18.05599,7,2,NPK,2,3,pm,1
1041,452.76,2/7/24 15:56,2,0.364,0.44765,17.44333,17.85567,7,2,NPK,2,3,pm,1
1042,452.48,2/7/24 15:59,1,0.24008,0.51236,17.27167,17.25095,7,2,Disturbance,2,3,pm,1
1043,451.96,2/7/24 16:00,1,0.33715,0.45831,17.3,17.1588,7,2,Disturbance,2,3,pm,1
1044,451.9,2/7/24 16:02,1,0.338,0.426,17.24167,17.20352,7,2,Disturbance,2,3,pm,1
1045,453.02,2/7/24 16:04,13,0.201,0.9435,17.2,17.32248,7,2,NPK+Disturbance,2,3,pm,3
1046,453.91,2/7/24 16:05,13,0.27337,0.8568,16.96333,17.23478,7,2,NPK+Disturbance,2,3,pm,3
1047,453.83,2/7/24 16:07,13,0.275,0.91552,16.8,17.15712,7,2,NPK+Disturbance,2,3,pm,3
1048,451.22,2/7/24 16:09,14,0.1848,0.30296,16.7,16.74262,7,2,NPK,2,3,pm,3
1049,451.51,2/7/24 16:10,14,0.23347,0.27658,16.65333,16.41866,7,2,NPK,2,3,pm,3
1050,451.76,2/7/24 16:12,14,0.23633,0.30579,16.5,16.60974,7,2,NPK,2,3,pm,3
1051,451.64,2/7/24 16:14,12,0.36013,0.45285,16.32667,16.76209,7,2,Disturbance,2,3,pm,3
1052,451.49,2/7/24 16:15,12,0.362,0.44936,16.74833,16.83905,7,2,Disturbance,2,3,pm,3
1053,451.79,2/7/24 16:17,12,0.362,0.42622,16.8,16.86193,7,2,Disturbance,2,3,pm,3
1054,452.29,2/7/24 16:19,15,0.2837,0.48793,17.19333,16.83156,7,2,Control,2,3,pm,3
1055,453.17,2/7/24 16:20,15,0.2878,0.38571,17.3,16.99219,7,2,Control,2,3,pm,3
1056,453.16,2/7/24 16:22,15,0.29063,0.37902,17.3,16.9042,7,2,Control,2,3,pm,3
1057,454.69,2/7/24 16:24,16,0.27622,0.69513,17,17.13374,7,2,Control,2,3,pm,4
1058,454.26,2/7/24 16:26,16,0.27953,0.70784,17,17.25258,7,2,Control,2,3,pm,4
1059,454.24,2/7/24 16:27,16,0.2792,0.74097,16.8,17.26135,7,2,Control,2,3,pm,4
1060,452.91,2/7/24 16:29,11,0.3362,0.49379,16.76,15.41601,7,2,NPK,2,3,pm,3
1061,452.81,2/7/24 16:31,11,0.34055,0.3949,16.36,14.82542,7,2,NPK,2,3,pm,3
1062,452.77,2/7/24 16:32,11,0.341,0.43053,16.08667,14.59548,7,2,NPK,2,3,pm,3
1063,453.34,2/7/24 16:35,10,0.17013,0.36593,15.55333,14.72965,7,2,NPK,2,3,pm,2
1064,452.93,2/7/24 16:36,10,0.23715,0.50842,15.37,14.43478,7,2,NPK,2,3,pm,2
1065,453.92,2/7/24 16:38,10,0.23857,0.36648,15.08667,14.44176,7,2,NPK,2,3,pm,2
1066,455.13,2/7/24 16:40,17,0.1236,0.78504,15,14.56249,7,2,NPK,2,3,pm,4
1067,456.09,2/7/24 16:41,17,0.20827,0.77152,14.89333,14.4218,7,2,NPK,2,3,pm,4
1068,457.93,2/7/24 16:42,17,0.21507,0.8962,14.65333,14.35468,7,2,NPK,2,3,pm,4
1069,453.47,2/7/24 16:45,OC5,0.264,0.49875,14.32,14.28586,7,2,Outside_treatments,2,3,pm,0
1070,453.95,2/7/24 16:46,OC5,0.32847,0.52583,14.07667,13.98892,7,2,Outside_treatments,2,3,pm,0
1071,454.02,2/7/24 16:48,OC5,0.33,0.49916,13.86667,13.88045,7,2,Outside_treatments,2,3,pm,0
1072,455.6,2/7/24 16:50,24,0.3348,0.73984,13.8,14.44404,7,2,NPK,2,3,pm,5
1073,456.29,2/7/24 16:52,24,0.33863,0.69166,13.73667,14.39281,7,2,NPK,2,3,pm,5
1074,457.09,2/7/24 16:53,24,0.33913,0.65056,13.68667,14.5261,7,2,NPK,2,3,pm,5
1075,454.53,2/7/24 16:55,25,0.3146,0.68328,13.54,14.85211,7,2,NPK,2,3,pm,5
1076,457.57,2/7/24 16:57,25,0.31885,0.67859,13.885,14.63445,7,2,NPK,2,3,pm,5
1077,459.42,2/7/24 16:58,25,0.32307,0.62524,14.11333,14.54805,7,2,NPK,2,3,pm,5
1078,457.96,2/7/24 17:00,OC3,0.35667,0.69379,14.43333,14.42884,7,2,Outside_treatments,2,3,pm,0
1079,458.45,2/7/24 17:02,OC3,0.3594,0.81684,14.48,14.25174,7,2,Outside_treatments,2,3,pm,0
1080,456.4,2/7/24 17:03,OC3,0.36,0.76439,14.39667,14.15322,7,2,Outside_treatments,2,3,pm,0
